Iteration,s_cur,w_cur,mu_cur,v,angle,Racecar X,"Racecar Y, Racecar heading"
2,74.20957928306919,0.3434915876377401,-0.7521381934865974,2.0,0.0,31.489235024870677,56.5,0.0
3,74.22572613004158,0.3026917078747374,-0.7521381934865974,1.5000000000000213,-0.2999999999999655,31.546895360148117,56.5,0.0
4,74.26669514090406,0.25955715129288137,-0.6644786344564495,1.5915153797520332,3.417442690937254e-14,31.612667204784376,56.49998797779444,-0.0001306988947249683
5,74.30766415176653,0.21378649932695387,-0.679382232028805,1.5,0.3000000000000341,31.680876483745042,56.49802521956118,-0.015034296467080455
6,74.35772060286932,0.1677338608047881,-0.6261858788475196,1.5000000000000122,0.4438701055108104,31.751087454648733,56.49228670296806,-0.04212500635039998
7,74.40810899756231,0.12395858447854449,-0.6253340982282642,1.5000000000029903,0.44387010551394884,31.822571648338883,56.488470907233605,-0.04127322573114458
8,74.46766999308129,0.08749362181852623,-0.5177115057337174,1.500000000095353,0.44387010534903676,31.894852050290314,56.49029694875289,-0.00652590683732981
9,74.52826869099212,0.06233770075986597,-0.3824403149639899,1.500000008364334,0.4349131206454403,31.966993151184415,56.500477863118014,0.0629224922428238
10,74.59840742401293,0.049216459442321114,-0.2906230358297437,1.527424698307737,0.26995936534583514,32.03769362578951,56.51991018689952,0.1547397713770698
11,74.67857227292849,0.04687420412606756,-0.1379602392702095,1.5585261693919714,0.06189102743299614,32.1064979897305,56.54657310574579,0.24808927236135916
12,74.75084466621823,0.05178513226244652,-0.011682293757623086,1.584317911199146,-0.11477670350840517,32.1743281366347,56.57732232504464,0.320943539783548
13,74.82415145107673,0.060085669071144265,0.07545265182686478,1.6105375640723139,-0.24863114650654716,32.24292155734072,56.608309730331136,0.35990836187690556
14,74.89835439166488,0.06852760707242463,0.12262352961900369,1.6363339823485175,-0.3238335246929555,32.313520165659874,56.636841774303434,0.36355401264085657
15,74.9732062352671,0.07372570023959171,0.1295640239105076,1.659393278869887,-0.33185769795020115,32.38699313450126,56.66023260730609,0.33103888214735244
16,75.0486020163667,0.07309586697349477,0.06405937782823301,1.6697991951820452,-0.23940315070698687,32.46353718171733,56.6759277180911,0.2655342360650775
17,75.12444434662295,0.0676130920490414,0.026256266604426592,1.688752609660681,-0.19064628576087875,32.5422358049254,56.684775017781355,0.19186620148995367
18,75.21024629915603,0.06047295177085376,-0.0003057524570708736,1.7109838754280473,-0.1346122509089735,32.622281521013726,56.68969426669499,0.13241374918745188
19,75.28703482742961,0.05299117093829955,-0.01664533977962357,1.7351222834344748,-0.0949449981555503,32.703396373546894,56.69223116322462,0.08539025831960889
20,75.3642417076793,0.04596509063963741,-0.02105746018811594,1.7627865768444724,-0.0734261688182755,32.785568423442086,56.693213892993704,0.052241299610697574
21,75.45162145365569,0.03983041142943185,-0.04551284255991561,1.7853151341130238,-0.02402634768994735,32.86878823075161,56.69325879041168,0.027785917238898353
22,75.52977704642181,0.03468451801305014,-0.035657062131663864,1.8126487288065027,-0.033706602556512096,32.953128971197295,56.69247296930928,0.010862766321537529
23,75.61827573165188,0.03117149296648108,-0.019793283568229292,1.833922189616527,-0.040167472020172006,33.03858653944246,56.69171974821845,0.0018609588871065122
24,75.70738072646517,0.02917863416792816,-0.00490254523334599,1.854337455973231,-0.05273025212835301,33.12517939459283,56.69050009164259,-0.006241965237577385
25,75.7970900399908,0.028278004681456435,0.007687089038241446,1.8744562292795883,-0.06526621837821293,33.212886418801304,56.68856674562521,-0.014824353146518445
26,75.87742581874187,0.02736267724481106,0.011848477142461622,1.8942749967380417,-0.06647663665985025,33.30164342679497,56.68493622788201,-0.030066155211815795
27,75.96830837795261,0.026033700864182455,0.01293886578193959,1.913762460353692,-0.06493425741619187,33.391399082402295,56.679598999378285,-0.04666453930287353
28,76.05975016902558,0.024602389827431518,0.011915354920975396,1.9329255823447271,-0.060877491763940646,33.482108733722235,56.672635795516186,-0.06371653737240758
29,76.15172702535881,0.022997957873843313,-0.005163945732057584,1.9518387362730438,-0.035979995834935316,33.57372723193633,56.66405603657018,-0.08079583802544058
30,76.24421087996267,0.02111664167186345,-0.008175249746590563,1.970392453086387,-0.0330966829806734,33.66620303392272,56.65379263706119,-0.09822798799643385
31,76.34753658430569,0.019292226705065335,-0.007005353527032909,1.9885776029809854,-0.031139599501900296,33.75958210061838,56.64256686450227,-0.10992143220514475
32,76.44098773205921,0.017569953537528455,-0.004628777483773661,2.007143820714553,-0.030592783708988727,33.85390411659353,56.63067384179222,-0.11889755684794537
33,76.53483647512542,0.01610276716470967,-0.0037918134906407275,2.025361640922673,-0.028675352791071126,33.94912141398013,56.61786090166639,-0.12794567296747533
34,76.62904261123381,0.015115568450656848,-0.004280179547521357,2.043276067405762,-0.027165480780090807,34.04520364375305,56.60409098332523,-0.13689025025308177
35,76.73409936901672,0.01374902312415429,-0.006414927914673019,2.060203341722709,-0.022388919144660326,34.14208922469455,56.58931065035871,-0.14608652418788215
36,76.8289184641655,0.011494256705593436,-0.009824266483121846,2.07753353706577,-0.01334262112408787,34.23977385536586,56.57351950375413,-0.15519211323387094
37,76.93453865384909,0.010394204275693484,-0.014826331288730898,2.0938892613462086,-0.007983107487076056,34.338205323991254,56.55667336518847,-0.16454964720289694
38,77.02977574886923,0.007268911232345404,-0.015071650700959616,2.110626236489191,-0.0005007145537917182,34.43751252764848,56.5395271102506,-0.16782918205579667
39,77.13571257888024,0.0065320042969352525,-0.013517543430869416,2.1264281422204974,-0.005079100816584734,34.537726123966095,56.52246729839324,-0.16800243250876548
40,77.2311175500066,0.005775938845768256,-0.013201533039390867,2.142605743987158,-0.004468775566598181,34.638815166684566,56.50529241158332,-0.16811663031158397
41,77.33712538799308,0.0031549032442948037,-0.013985747172546859,2.1584784794103977,0.0025434584003148704,34.74076992387561,56.48799539249473,-0.16803722248139266
42,77.44307320769445,0.0014227333690124565,-0.016225695616054914,2.1734826563348246,0.006852688854112678,34.84354502186114,56.47054852720839,-0.16812305467433603
43,77.54889411657783,-0.001420782092266228,-0.019606444745926765,2.188280726732255,0.018096228000152283,34.94712493273977,56.45297934857812,-0.16803879286592086
44,77.65453511727381,-0.0029315929004156862,-0.024411509319701263,2.2028277738204087,0.025806667297727147,35.05149178510425,56.435263337946964,-0.1681234383932584
45,77.7599850324976,-0.0045362287456281345,-0.023252268841899237,2.217684188428454,0.02780302417008354,35.15678596467064,56.41819415759981,-0.16185368866966976
46,77.86524934711554,-0.005982695411954949,-0.018539804479724253,2.2322824352185253,0.02600525063461363,35.26306490436946,56.4022316652272,-0.15214219034691046
47,77.97033517840606,-0.007915877951364819,-0.013564974729226353,2.2461081591255527,0.026666696097682123,35.37025686507222,56.38723208759245,-0.1422601030962236
48,78.08573750824459,-0.006911465282832229,-0.008231702835151289,2.2602809869308667,0.015889668742878088,35.478357734140005,56.373218885678654,-0.132118377057153
49,78.19047073761196,-0.006844235876092777,-0.00319271123073106,2.2742096696479277,0.012195783636828515,35.58734580355825,56.36015876441324,-0.12236954419229852
50,78.30550253954958,-0.006647766293376185,-0.005613769127284396,2.287891503603244,0.01595661561686281,35.69708480719495,56.34706064285971,-0.12018105956872852
51,78.40991232300341,-0.008538269903396421,-0.009682432039548772,2.300834161908278,0.02682933266280481,35.80752526583543,56.33379840103065,-0.11974160503498
52,78.52459085970965,-0.00805599481951563,-0.00930279523958566,2.3140954590545793,0.02138290712336021,35.91874751218773,56.321025972742675,-0.1149564956286098
53,78.63910513212174,-0.007899038522648293,-0.004144417478360474,2.326634567895069,0.015707459456953923,36.03079047746963,56.30938817684695,-0.10549642886505087
54,78.7534628959511,-0.007383075498944058,0.0020999926883886744,2.3390165879802898,0.0074487371293349,36.143625993539175,56.2988923008659,-0.09505521835077627
55,78.86767170625403,-0.006950399143438102,0.0019867468176069103,2.3516570927334657,0.008867617042455339,36.25717900013998,56.288708246492014,-0.0910776118216552
56,78.9817389220238,-0.006941522309523177,-0.001718834494423227,2.36407404074239,0.013520109419845737,36.371396813613146,56.27832784458128,-0.09079930612838563
57,79.09567171093617,-0.007399148629671452,-0.009242177045076794,2.3757979848955504,0.023866509561168387,36.48626103587596,56.26788818697837,-0.09067963073692933
58,79.2094770542416,-0.008701604549735793,-0.012980365190730758,2.387260514180607,0.030105732260444114,36.601755456378406,56.25737579129818,-0.09076051527935404
59,79.32316175179812,-0.010365297222342498,-0.00994163433338624,2.3989361701154843,0.029699163563293055,36.71795930995356,56.24761795787448,-0.08417510218768268
60,79.44705532947397,-0.009359957318628185,-0.0029124080108253736,2.410362142280883,0.01711805029036674,36.83490186170939,56.23916298155599,-0.07371062908571904
61,79.56050115360966,-0.008487910202916997,0.004465779658526348,2.421156459768988,0.008534186549333895,36.9525313797131,56.23191338474857,-0.06300940565333082
62,79.68414480899945,-0.007343859586015716,0.010641788663135365,2.4321837776522655,-0.0005794505259216759,37.07083119411869,56.22576446202605,-0.05362330969050013
63,79.79738952682791,-0.005950347256513943,0.00927982469012445,2.4429730129591545,-0.0001178927081582659,37.18973205504399,56.21962006200394,-0.05188883629274635
64,79.9208300465658,-0.004804986138099227,0.003503932458678527,2.4535518173926745,0.004017280526290189,37.30921891272554,56.21341359696372,-0.051815425281977384
65,80.04417577705257,-0.006214598216968628,0.0008497872132657847,2.4639382803486534,0.011169000778338671,37.429283081985545,56.207195975612954,-0.051717928163619996
66,80.15716317505516,-0.005201322532044526,-0.0018701032521715177,2.4741203787875916,0.009320325197249147,37.549911983942295,56.200938481389265,-0.05180227442033416
67,80.28034032379297,-0.004657544761532978,-0.004304689509138981,2.4837322006476508,0.011754173713896148,37.671080201016196,56.194667407095494,-0.05171794200192028
68,80.40343840416787,-0.0052300396222121435,-0.006791192210060526,2.4935560112374375,0.016476287522697725,37.79278760732171,56.18835532609104,-0.05180264656567626
69,80.5264695372648,-0.006302373871120332,-0.01085858100479653,2.502811660091887,0.024192506108416657,37.9150155077175,56.182055279731244,-0.051419623309034074
70,80.64943996501137,-0.006549642716279357,-0.004363176728771734,2.511929107039857,0.01377496405507948,38.037800029483975,56.176832868079174,-0.04287643989459624
71,80.7723557931428,-0.00568548532402921,0.004339323858533639,2.5208835130536182,0.003034968172756066,38.16113096231642,56.17293275409085,-0.03224495166115762
72,80.89521997129883,-0.004885941249825857,0.005258470376285462,2.530004028100706,0.0032558614078998993,38.28497199123721,56.16927982497151,-0.029515952967814195
