Iteration,s_cur,w_cur,mu_cur,v,angle,Racecar X,Racecar Y, Racecar heading
40,77.30532338426454,0.0038732933621449706,-0.019574018277482175,2.260454453192417,0.004840620689270279,34.71144088318885,56.49080786126896,-0.17448911554967528
41,77.42188658672387,-0.004775707112066758,-0.022513286975748947,2.2810480067498142,0.03615155002134716,34.81807601622621,56.47201698786197,-0.17441064603403003
42,77.52773554459964,-0.003806786600958569,-0.026063735604705762,2.3005524262451353,0.025799356107175073,34.92575769184923,56.453030793348184,-0.17449608372469985
43,77.63341451009437,-0.0065305803373265645,-0.024422509791600877,2.3206249398774337,0.03481992447810442,35.03463152547067,56.43464757491921,-0.16813443886515805
44,77.74944386899206,-0.0072163635608542805,-0.019554269912103628,2.3403847722176807,0.02786200189326682,35.1447650777894,56.41736282518921,-0.15815568973987418
45,77.86524934711554,-0.00936745723267821,-0.014351585960781676,2.359889236409176,0.030250096203125496,35.256110502552104,56.40105501351415,-0.1479539718279679
46,77.97033517840606,-0.008709731125321758,-0.008768109487316433,2.378369888395422,0.019725293544317304,35.368616523360444,56.385768441209116,-0.1374632378543137
47,78.08573750824459,-0.008081802209990266,-0.0031692992315628388,2.3973816466681392,0.013391574289681714,35.48227956539526,56.37150335374534,-0.12705597345356456
48,78.20094242672387,-0.007369843569501466,0.0012337067483811914,2.416101986292739,0.0071262825816858725,35.597072289156195,56.358173381852474,-0.11794312621318628
49,78.31594351789496,-0.0077661991368134144,-0.0017221651662508997,2.4345568319236723,0.014503547490486206,35.712852163586184,56.344714631348786,-0.116289455607695
50,78.44119204810819,-0.008647947555543135,-0.006161976750810538,2.452044517332179,0.021086113899946437,35.829571928278675,56.3310910604676,-0.11622114974624179
51,78.55582921878057,-0.008551831800315495,-0.010173547768876912,2.469353494299842,0.024059948958858275,35.94722268722361,56.317394556399705,-0.11582724815790105
52,78.67030392492077,-0.009902824086279925,-0.010321423465806667,2.4871094103477382,0.02774997394762924,36.06593548294153,56.30467165600333,-0.10747663450497158
53,78.79501087332704,-0.008939253743519419,-0.0037783487069433797,2.503913352568903,0.014555829632301885,36.18569177629854,56.29317176460207,-0.09684270734620551
54,78.9195465186228,-0.009003614688913046,0.003350926504765539,2.5205737509763804,0.009687574311081451,36.30645953500378,56.282907244646886,-0.08572954512919687
55,79.03355636295106,-0.008013904860770511,0.0038838832061993678,2.5376305244662776,0.007510583839768465,36.42817701905093,56.273071429538895,-0.08132064210882219
56,79.15776626044492,-0.007266234405195502,0.0004742916560651622,2.5544240465827173,0.010630568144043007,36.550791639393445,56.26309888423626,-0.08096316203578738
57,79.28183264115886,-0.007435629453512644,-0.003060471153558453,2.5709907914768437,0.015071368770024096,36.674298460817546,56.25308190918418,-0.08084062124218175
58,79.40576372053148,-0.008410720069921983,-0.010125611827273673,2.5866933427410914,0.026447566649471458,36.79865671299838,56.24299047189956,-0.08092383290216733
59,79.5295674925062,-0.010234356300053635,-0.013067776413482779,2.6028490404343727,0.032422291922665415,36.923877381050346,56.23287077527336,-0.08054296172533995
60,79.66354942747873,-0.010398928826907343,-0.007640362090806541,2.6187705969424733,0.023571241584141717,37.05003649617953,56.223793611397774,-0.07190546044444204
61,79.78709930620143,-0.009707044162193769,0.00043015021481451754,2.634491056713786,0.01369012992707246,37.17713241610856,56.21606426881442,-0.06073851076805628
62,79.91054684723596,-0.010023204366517617,0.007544167660658019,2.650008833642489,0.008741270548065684,37.3051337100363,56.20958467491508,-0.0506423700869896
63,80.04417577705257,-0.007887022079304305,0.003964377035471145,2.6652933801717884,0.008933957635341742,37.43396599099926,56.20323951094207,-0.048603338341414636
64,80.17769836600125,-0.008302977814158313,0.0014406506481803305,2.6803860453510002,0.013903113383849816,37.563611177488056,56.196893012971316,-0.04849152051998231
65,80.30085913176835,-0.00844990939744555,-0.0009853787048994533,2.6952787055735197,0.016087576438674835,37.69405872868389,56.19055472066458,-0.04839863119768075
66,80.43420184865357,-0.008091671636909077,-0.004960943886377134,2.7099749647690654,0.019882252277953896,37.825299138250315,56.18425142658743,-0.04768818401909883
67,80.56746934736901,-0.007959686403801179,-0.0020313589961813427,2.7239207968932746,0.014316562985384782,37.957326114523035,56.178590545353075,-0.042592401300418886
68,80.70066148185711,-0.00720479289236711,0.004704575375239273,2.7382776475808,0.005123561828914386,38.090160868248375,56.174067870513454,-0.03380868779058523
69,80.83379109310846,-0.006636767602481595,0.004789091089389963,2.7524209335279832,0.0070758762795614626,38.22376186517893,56.16972262677588,-0.0317951844303013
70,80.96686933015728,-0.006556593420344282,0.0014104588313248456,2.7663759795044944,0.011074490020071132,38.358113758741545,56.165401159840734,-0.03167356360295084
71,81.0999007443907,-0.007364813082833744,-6.689010911387072e-05,2.7801520094073098,0.014407136558414175,38.49320684842836,56.16110879285265,-0.0315802511246395
72,81.24311982099826,-0.0071439273567838486,-0.0016069225788637453,2.793746709733145,0.01493704717656612,38.629029810567474,56.156795715811214,-0.03166962290681788
73,81.37607951685,-0.006723674907643165,-0.004066040921225422,2.8066417475148597,0.01719028257830914,38.76555233949834,56.152479483311964,-0.03158833538209229
74,81.50901599417614,-0.008545243660752882,-0.0036266226544237057,2.8199140963534104,0.021632057013904294,38.9027842863799,56.148277314196235,-0.030059564288814643
75,81.65216020535412,-0.006558485134312549,0.0054931416953625245,2.832994233938076,0.001638192312372386,39.040752026713264,56.145390456784504,-0.019971233473836916
76,81.79529623546713,-0.006726879553548278,0.016252418780287492,2.8454178637702867,-0.004334491724049056,39.179416147790356,56.14406407823773,-0.007637693912732746
77,81.9282080707898,-0.0021756069481578886,0.02100304439697176,2.8581825709672155,-0.021862107315698157,39.318765210625116,56.14352274530974,-0.0022815679991892387
78,82.07135229814243,0.002072103025390822,0.020397702230636305,2.8707642006053264,-0.026278747145753085,39.458790194468094,56.14307883383449,-0.002039483897470685
79,82.21451203138838,0.0050408923572153146,0.011022415018787424,2.8831584774427617,-0.019871770783412148,39.59947404747819,56.141582009487145,-0.011172888975863127
80,82.34747196002414,0.005032729725573432,-0.0013201315288613458,2.8953891473568665,-0.0048231349014837485,39.740791314760955,56.13855368311337,-0.02339482225340752
81,82.49069105618413,0.0032737938584772755,-0.01239264052341138,2.9074233409387147,0.010078178714238365,39.882716977654056,56.133983359983965,-0.034589918717837585
82,82.63395058094733,-0.0024016918781418354,-0.014656317587169454,2.9192803348627163,0.0242296996901384,40.02526965329757,56.128995149596754,-0.03709379309450191
83,82.77725712418318,-0.0032959832256752976,-0.014240808576562625,2.9305176380234714,0.02046725066951126,40.16842968999117,56.123842574179804,-0.03696114437570965
84,82.92060358557052,-0.00423960186822382,-0.004393402000705482,2.941637392492379,0.01110182928781184,40.31222338016687,56.119738881747175,-0.027668941541103352
85,83.06399602651707,-0.004593561497528247,0.008027646850264247,2.9530349800273585,-0.0012809724425449022,40.45666209652201,56.117157512018665,-0.015521160399643708
86,83.21767585340473,-0.004727994682268177,0.01222291122735708,2.9638219815858835,-0.001624031503920596,40.60169805379995,56.115117439893844,-0.011863690730523646
87,83.36115412966157,0.002571953034076177,0.01301913388951803,2.9749025766089012,-0.024211358688831945,40.74732940651875,56.11327269842277,-0.011331984337145573
88,83.50467446745307,0.0025959702389075803,0.013166690872472575,2.985390101311383,-0.015016530103426923,40.893533486164024,56.11149682398982,-0.011704716468770715
89,83.64823216809366,0.004947265678524212,0.005655805097114719,2.9961708757329286,-0.015322138319691763,41.0402986598504,56.108738567152564,-0.019471382127793
90,83.80209367667263,0.005134575633003472,0.003689720322011425,3.0063736762345306,-0.012968199102723179,41.187615195764444,56.10571627903169,-0.021690341401968707
91,83.94573471717752,0.005033164770469604,0.004004390780552036,3.016862809685783,-0.01406242063799374,41.335490479531856,56.10259302750816,-0.02187271676475724
92,84.09968224000518,0.006884991099528226,0.004152578379764904,3.027192324735768,-0.019178452926542737,41.48392134675164,56.09937956105637,-0.02196870690070465
93,84.2434041866673,0.006157931138461171,0.0030824340573842868,3.0373736809354086,-0.013330757647506705,41.6328978766268,56.09599029207283,-0.023518532102873267
94,84.39743522508002,0.006205103333130674,-0.006990741139559553,3.0470287788646835,-0.0018866318220460362,41.78236243812521,56.091220355228224,-0.033827216640772734
95,84.54123563677632,0.005016118940846984,-0.010132236868804156,3.056951743925912,0.0010768426259657989,41.93234005358693,56.0859098704933,-0.037431084078173776
96,84.69534768483696,0.0026585290374025014,-0.010468405592544361,3.0667167122814853,0.00712860239562735,42.08283762433739,56.08038912533025,-0.03799412115186953
97,84.84950204256522,0.0036864709407989542,-0.009962384458637175,3.0763502528298035,0.0008366172766495064,42.233850914261275,56.07474700020179,-0.03793321639913152
98,84.99341465805915,-0.004248943106840585,-0.009810409226154171,3.0858427720539927,0.026276957822494333,42.38537399808939,56.06902131007454,-0.03799949496714319
99,85.14764792248273,-0.002767793741945559,-0.008980947752649016,3.095204388768647,0.009736251512305031,42.53740281830272,56.06329544269557,-0.0375979464715315
100,85.30191790502498,-0.001993835918191751,0.000821947229850295,3.104078575396441,0.0009893009266685648,42.689954103647786,56.058731494045944,-0.028004716223185143
101,85.45622912920325,-0.0013920631864464113,0.006874212721661888,3.1132013906692624,-0.005397361731645272,42.843015951957796,56.054977990626654,-0.02236321031552027
102,85.61057577647775,-0.0014115754289394063,0.007776165661516288,3.1221831416672665,-0.0038191130866682315,42.9965665925666,56.05138997827458,-0.02166235757021109
103,85.76496218349907,0.0018482006046849936,0.008313779574913305,3.131037881885003,-0.014608103053959032,43.15059877961093,56.047953204254064,-0.021518397947325487
104,85.91938271528922,0.002540533866287703,0.00840184485130413,3.1394302895479576,-0.011941885166352643,43.30508951511259,56.04456216322952,-0.02162289189961111
105,86.07384152124078,0.0034808318698976376,0.008847498192715797,3.1480580577885307,-0.016412602435840352,43.460042210028156,56.041202646202365,-0.021553833751018627
106,86.22833315047353,0.004669174372283583,0.008633331187998028,3.156221242145929,-0.01749349953814718,43.61543907622973,56.03780527486538,-0.021952041642043587
107,86.38286156475075,0.005041063926345092,-0.0007022670352876403,3.1646156720976877,-0.004975477184805512,43.77125310257277,56.033206333724046,-0.031647220258184804
108,86.53742149780491,0.004609729284202527,-0.013499661048560263,3.172885121593142,0.008605011820929287,43.92745347699771,56.02689624842292,-0.04462015849018399
109,86.70232394269192,0.0051514824980996715,-0.017352048425033573,3.1810402376778923,0.0064030175852060455,44.08406237014779,56.01982843932513,-0.048815153863637904
110,86.85695222036901,-0.002745424490134208,-0.017825039373491336,3.1887537216522577,0.03038516912673618,44.24107596631336,56.012399550024234,-0.049455213092820104
111,87.01161284339003,-0.003886939207770727,-0.017115847644333382,3.196690213304347,0.021791621440570355,44.398506167566104,56.0047976282941,-0.04907169748040665
112,87.16630369438029,-0.0065654180426563576,-0.00715971287236794,3.2045041686367077,0.01920586041117505,44.556406887151,55.99829058756951,-0.03927417483740327
113,87.33134094588907,-0.005684078320704543,0.006596609888773752,3.2122113372069365,-0.00145308391821054,44.71478423244448,55.99347833410904,-0.025826634944087233
114,87.48609414924552,-0.003037649068897523,0.020925785653392204,3.2195179689363065,-0.01967444629743626,44.87360693002676,55.99062936195555,-0.011647634002494267
115,87.65119484209234,0.004522490288099954,0.02606339355144538,3.227017361561723,-0.03983744080363177,45.03284762537861,55.98885319628395,-0.006801952476182005
116,87.80600733018333,0.0032691028020586928,0.016033262305922946,3.2341161428614025,-0.013057540045691587,45.19246132061378,55.986103212367965,-0.016973839145715063
117,87.97116833130842,0.006475002296389867,0.00408236542976681,3.2414160163107164,-0.01744106609164606,45.35243503466957,55.98194324255277,-0.029199840774865284
118,88.12603703083477,0.005123999733351522,0.000844870737720882,3.2485985458947013,-0.007094200678517202,45.51278258251814,55.977257318405414,-0.03270124425959444
119,88.29125631923203,0.0055801860322211155,-0.009278322624905577,3.2554104850481838,0.0011258500101802254,45.67344931893888,55.97105559537725,-0.042952197966937854
120,88.4461770340229,0.003572931374570935,-0.015050895256047525,3.262405221446628,0.011065078253557271,45.834446398480914,55.96377552595887,-0.048971911746601
121,88.61145134007648,0.0011477003101125853,-0.015715453542270552,3.2690249130672093,0.01417153088848598,45.995789165817996,55.95615437754139,-0.04975585415935971
122,88.77675298185984,-0.004994301266239787,-0.015619760066190924,3.275572224012263,0.02964624956603093,46.1574736200968,55.94827550707648,-0.049890564086357864
123,88.93174716145657,-0.0052248389243222965,-0.015078198965582157,3.282031944455761,0.022335617043729467,46.31950322572131,55.940312154071904,-0.049460025378029536
124,89.09709787348132,-0.005689804088495637,-0.004930598403515951,3.2884001600790547,0.012691974141823355,46.481928943169116,55.93349829547023,-0.039526118512237106
125,89.26247426397772,-0.005697938882553231,0.008924516392403437,3.294432806947653,-0.0023402195568351545,46.64475096135123,55.9284427214596,-0.02577367792963006
126,89.4278726845328,-0.0055846526472165,0.018176318249696788,3.3006622801866285,-0.008725819378086018,46.8079422703564,55.924857000608405,-0.01671888624399933
127,89.58295561265768,-0.00378165000725167,0.019909589077991452,3.3067811927195563,-0.013202820463570256,46.971474212825896,55.92176181792745,-0.01517151686885867
128,89.74839748527486,0.0033984418736126253,0.020024333956350837,3.3128132808670747,-0.031091941804345092,47.135337926322286,55.918982986402916,-0.015145560176324646
129,89.91386067358337,0.005700505107965622,0.01854748609209045,3.31900161368842,-0.026993616985334472,47.29953289779991,55.91622338907312,-0.01679166549063307
130,90.07934424919178,0.007310306779389077,0.00733324108337996,3.3248626662444725,-0.017536098642952587,47.46401774142057,55.91208914519289,-0.028086382123867066
131,90.24484589035978,0.007191027053658822,-0.0068097040191106295,3.3306709183827232,-0.0017103961665641725,47.62875773665336,55.90608977193809,-0.04238196192187462
132,90.41036762236732,0.005059244580450981,-0.020891735200414097,3.336403632694614,0.016552834903131808,47.79371732875203,55.898002831470414,-0.05660555685613236
133,90.5759057298542,0.0020561479207674488,-0.025159855262931963,3.3420562098897437,0.022211513643113433,47.95892820273267,55.88886702178432,-0.060940309737344905
134,90.74146076002356,-0.0012136116506151662,-0.015644526091670663,3.347627406952315,0.015084904232320067,48.124475634366256,55.880406545870656,-0.05154995288102018
135,90.90703178233966,-0.0018566279092885824,-0.0019235179313907835,3.353130067814599,0.0008516448958230871,48.2903887940499,55.87342904515459,-0.037887286032357595
136,91.07261681151844,-0.0020883588394698003,0.002902424231362666,3.358562459080069,0.0013790780760486946,48.456624793631185,55.867189269181445,-0.033169741082536924
137,91.23821719439842,-0.0023583618935523465,0.0037795471344810316,3.3641309346460186,0.0006081113320488791,48.62317257048195,55.86134395293109,-0.032389973492050105
138,91.40382989077091,-0.003118082046623403,0.0037593323660649602,3.369402177463838,0.003048543424582324,48.79001484200457,55.85571732603803,-0.032454727068921295
139,91.5694551079281,-0.004444182472496525,0.0038785413211273045,3.374621370924795,0.005307561132827163,48.95714219010103,55.85020794161173,-0.03241632146809461
140,91.74544458549488,-0.004152750114525544,0.003800759905563389,3.379769300350608,0.003520210415978292,49.124547890515984,55.8447241495761,-0.03253036870022654
141,91.91109211152758,0.0020299188362880977,0.003935529263913384,3.385046289822846,-0.012645210178326432,49.29223628390815,55.839264152214675,-0.03245986217764177
142,92.07674982532885,0.0010376592198711007,0.0038982059202332664,3.3900420133378324,-0.002210661958626608,49.4601961874559,55.83378969850465,-0.03255042679535449
143,92.24241607891196,0.003453071349618947,0.004002756213104863,3.3949887145816047,-0.013889148987313268,49.62842283619968,55.82832307049246,-0.03246836523997779
144,92.41844484217938,0.004963873503177552,0.003953953849880509,3.3998680889309356,-0.012339054004909073,49.796911839145125,55.82283569374063,-0.03255388335511735
145,92.58412678665108,0.003222411679220764,0.004063809491192671,3.404871040437421,-0.008517159704101171,49.96566821495368,55.81735351606936,-0.0324697302067405
146,92.74981443273447,0.004251692210962218,0.003987802527080753,3.40960702369788,-0.013022829667356316,50.13468167868108,55.811849731141656,-0.032554459208232765
147,92.92586334241442,0.006258595711364057,0.004081465535565876,3.4142958114747364,-0.016414396561721736,50.303947913312584,55.80635122426135,-0.03246998308461027
148,93.09156108180913,0.005027956398561743,0.0036871857940097286,3.418920771527223,-0.010901684546960094,50.47346190910227,55.80080533857083,-0.03286472806424648
149,93.25726206313274,0.005788853280226023,-0.004757438851928697,3.423665340327939,-0.0036819836793221643,50.64318997763474,55.79417470320713,-0.04130202749878034
150,93.43332231959438,0.004428781168310293,-0.007607911601867912,3.428303736479909,0.0005327246643562074,50.81315310241558,55.78711931669573,-0.04413416802240302
151,93.59902779643512,0.0034814769971268067,-0.007945943925055765,3.432884810157601,0.001525957707237991,50.98335459555131,55.77982717142606,-0.04445890668769461
152,93.7750907011557,0.003506314915961457,-0.008076469046035761,3.4373750758811488,0.00115715996336999,51.15379327371982,55.77236218620817,-0.044554589281029316
153,93.94079686019502,0.0019245933546436181,-0.008008491173024268,3.4417930361031686,0.005480769475659011,51.32446999178438,55.76482932810873,-0.04444076137148236
154,94.11685852855783,-0.003319247270737657,-0.008101119696666714,3.4459730479607313,0.017579991277019383,51.49537465046767,55.757242343219396,-0.04450633672505802
155,94.28256181456564,-0.003619064405825895,-0.0077591307837709955,3.450261984070973,0.012016187402678851,51.66651178953752,55.74967178109987,-0.04410198419979608
156,94.4586182415496,-0.00338475724521329,0.002351484586674779,3.4543157368132036,-0.00022287464029416556,51.83792087203082,55.74331753848485,-0.0339179938360952
157,94.62431470568156,-0.004456216483342352,0.00883837281550548,3.4584772939459536,-0.0006050235408904004,52.00958852219228,55.7379355984286,-0.027390288084079083
158,94.80036240473058,-0.000701521647934915,0.009733001158321652,3.4624037909886174,-0.011752495738307873,52.181482799704696,55.7328931535209,-0.026405762829801806
159,94.97640345255682,0.003981762479976938,0.009803148346902546,3.4664335128861574,-0.01896454957477531,52.35360259376023,55.728123664319654,-0.02623470009812514
160,95.1420827525731,0.0036066839832822896,0.009310610265982788,3.470394687409639,-0.013757932588750153,52.525940797329206,55.72344206885328,-0.02667264724009868
161,95.31810935790607,0.0026841180970602076,-0.0010532156991613917,3.4741439108801404,0.000806102376004186,52.698448636162496,55.71757994406713,-0.036919022334732675
162,95.49412603320448,0.004304906838249209,-0.007775586704014792,3.4779928940157316,-0.0011275708908143765,52.871129126548276,55.71074453500222,-0.04351291320874598
163,95.65977970774637,0.0036536599430078945,-0.008853023311488517,3.4817725420773837,0.003068005489196368,53.04400140913658,55.70355429136144,-0.044521972174996344
164,95.83577623258624,-0.000825241300214037,-0.009174439912872145,3.485347702905957,0.013388057226428406,53.2170584602473,55.69607315065922,-0.04469835484028131
165,96.01175955282312,-0.002602242673370676,-0.00920344569176823,3.4888811089390575,0.013088492273134366,53.39030252687456,55.68846123085952,-0.04457128341459462
166,96.18772989109667,-0.005421846863329937,-0.009335148529630022,3.4924942608110654,0.020891032149754945,53.56373829259856,55.680766706659746,-0.04462080439824347
167,96.35333662148737,-0.006349316725848736,-0.009093810503202793,3.4960452430761126,0.01915784637728553,53.73736805173505,55.673077369908654,-0.04420681181331811
168,96.52927761748307,-0.0057055953302745125,0.0009822353102193482,3.4995427306037024,0.004018295953527694,53.91123741610094,55.666605559410804,-0.03394705078241713
169,96.7052026803708,-0.0038917734674743516,0.015076330564818718,3.50298770441717,-0.01332085144229971,54.08535347222282,55.66199238528474,-0.019756947723160743
170,96.88111088381253,-0.0019786386671793595,0.019923733556615808,3.5063759334515914,-0.016751460883727635,54.2596785714796,55.6583756550636,-0.014709223536607996
171,97.05699994455064,0.0030541161172750165,0.018854035973504768,3.509700711841629,-0.026902958234318354,54.43419349799198,55.6551689165232,-0.015567518490785548
172,97.23286940606808,0.004931800397668929,0.007087254936954501,3.512973273913567,-0.010243328203425812,54.60886207168766,55.65081866680474,-0.027224439802815213
173,97.40871898078946,0.0056889271485965585,-0.006500482994217904,3.5161927990288153,-0.0012394245689954782,54.783656567888045,55.64477907333521,-0.04058413542351083
174,97.5742044979366,0.005159163558546726,-0.010507024978737345,3.5192333127902145,0.0013852029205434955,54.95859127312584,55.63796702719035,-0.044351529498988705
175,97.7500105984821,0.00418093117436573,-0.011050201870501652,3.522226429602506,0.003436053212767946,55.13367068307658,55.630665731516615,-0.04477096454065534
176,97.92579387598529,-0.0038416635268150863,-0.011364387460497838,3.525159494047405,0.024049873653481324,55.3088990193128,55.6230612452848,-0.044829323748916815
177,98.10155252080565,-0.004502849085978386,-0.011170913892140533,3.5280384417929183,0.015307731928469187,55.48428208373074,55.615356262775535,-0.0443688906414306
178,98.27728455687948,-0.004959344651691769,-0.0011075109886138357,3.5308586142996257,0.006568427068372976,55.65986849595549,55.60882676898657,-0.034027383065882405
179,98.45299075788076,-0.004893447846597947,0.005487998315429898,3.5336175656248896,0.0013595161192182781,55.83564304367742,55.60328229054118,-0.027288638110056128
180,98.62867020523782,-0.004777153301299142,0.006254226736133184,3.5363069600308243,0.002522409538720177,56.011579671967695,55.5981084660522,-0.026227563673467704
181,98.80431887801586,-0.004795293194739843,0.006131149007252645,3.5388495718445103,0.002143391360902362,56.18767280995337,55.593234603525396,-0.026044617932853308
182,98.97993871282682,-0.0051547797809194575,0.005842819636361796,3.5412439453725844,0.003662172704592372,56.36391828357486,55.58849173604186,-0.026175739706576516
183,99.1658562103857,-0.0044360423752390936,0.005565692134131162,3.5431084536200332,0.0013850589697488587,56.54031098472805,55.58382551848467,-0.026130051357381022
184,99.34141222930535,0.0035196920766650923,0.005126450598447185,3.543696822159676,-0.017832590420695738,56.71684177130313,55.579170895860024,-0.026235263856621914
185,99.51693414086243,0.002740072228022577,0.0031504448858146183,3.5416536160827246,-0.0034515187622040826,56.893492519294796,55.57438634346263,-0.02786601209834074
186,99.69242322645816,0.0012420050116990712,-0.008467820834055395,3.537548982331417,0.009781146328882395,57.07019461887979,55.568151197359576,-0.03930743350470259
187,99.86787857491754,-0.0008833675097260389,-0.01355264035022774,3.535352019207277,0.015996782133131323,57.246920361841134,55.561156096971885,-0.04403012310867219
188,100.04329542665886,-0.003371375785696911,-0.01479689335044565,3.5326455345564947,0.02123262668402475,57.42361890534913,55.55373800922659,-0.04490097724294919
189,100.21867647452036,-0.005713909383146741,-0.010820405167867087,3.5288807376660527,0.019191454926236,57.60025229891808,55.54652969572181,-0.040733558426309345
190,100.39402081100737,-0.006914788044734239,0.0012743221834892182,3.524306554808219,0.0062620769250061655,57.77681695015687,55.5407611754403,-0.028248496416972267
