5.347045037085507602e+00,-7.096959410083629738e-01,3.070625225931386648e+00,1.929374774068613352e+00
5.346543345361087773e+00,-6.936357018361971605e-01,3.060747988469596059e+00,1.939252011530403941e+00
5.548065588619383703e+00,-6.709898976744962384e-01,3.050494123083607789e+00,1.949505876916392433e+00
5.749523399517386224e+00,-6.481536941962502407e-01,3.039878430524838748e+00,1.960121569475161474e+00
5.950909372271390829e+00,-6.251386175112486621e-01,3.028914524894723126e+00,1.971085475105276874e+00
6.152218250526463095e+00,-6.019552396547416251e-01,3.017444824130065761e+00,1.982555175869934239e+00
6.353450593508766175e+00,-5.786134277484737964e-01,3.004851001801845722e+00,1.995148998198154278e+00
6.554608286946593587e+00,-5.551228317156673420e-01,2.991946004889863175e+00,2.008053995110136825e+00
6.755693157573461782e+00,-5.314932141480024352e-01,2.978741999100407156e+00,2.021258000899592844e+00
6.956706975461645293e+00,-5.077345104519300767e-01,2.965251322348128937e+00,2.034748677651871063e+00
7.157651452846063300e+00,-4.838567527286841696e-01,2.951252638616323143e+00,2.048747361383676857e+00
7.358528242964321286e+00,-4.598699780096061618e-01,2.936039296508737628e+00,2.063960703491262372e+00
7.559338939482181274e+00,-4.357841433885403792e-01,2.920576514791711986e+00,2.079423485208288014e+00
7.760085076447000851e+00,-4.116090480168559385e-01,2.904876493946857874e+00,2.095123506053142126e+00
7.960768128713118230e+00,-3.873542618939821436e-01,2.888951205328885941e+00,2.111048794671114059e+00
8.161389512785087064e+00,-3.630290613526745980e-01,2.872514838149430538e+00,2.127485161850569462e+00
8.361950588026379805e+00,-3.386423711050884355e-01,2.854541642346711150e+00,2.145458357653288850e+00
8.562452658183547172e+00,-3.142027126847291574e-01,2.836377106819140792e+00,2.163622893180859208e+00
8.762896973178033733e+00,-2.897181590916683147e-01,2.818031707254912366e+00,2.181968292745087634e+00
8.963284731120522153e+00,-2.651962954249190152e-01,2.799515432057742448e+00,2.200484567942257552e+00
9.163617080505366275e+00,-2.406441852671532544e-01,2.780495728124708688e+00,2.219504271875291312e+00
9.363895122545461192e+00,-2.160683425732527474e-01,2.760082472164487211e+00,2.239917527835512789e+00
9.564119913610895196e+00,-1.914747088055613333e-01,2.739525074149034900e+00,2.260474925850965100e+00
9.764292467737595516e+00,-1.668686350549589137e-01,2.718831291865161592e+00,2.281168708134838408e+00
9.964413759175142715e+00,-1.422548688876586476e-01,2.698008280613950038e+00,2.301991719386049962e+00
1.016448472494585786e+01,-1.176375456624742522e-01,2.676960582149708223e+00,2.323039417850291777e+00
1.036450626738999148e+01,-9.302018407169260206e-02,2.654807112519498524e+00,2.345192887480501476e+00
1.056447925667466592e+01,-6.840568567001875655e-02,2.632542199525226057e+00,2.367457800474773943e+00
1.076440453324674529e+01,-4.379633816976186145e-02,2.610170543289056511e+00,2.389829456710943489e+00
1.096428291021225299e+01,-1.919382229592464517e-02,2.587696238205267729e+00,2.412303761794732271e+00
1.116411517562739775e+01,5.400777988418682674e-03,2.565122783187244959e+00,2.434877216812755041e+00
1.136390209468823720e+01,2.998696205860851630e-02,2.541575983813847195e+00,2.458424016186152805e+00
1.156364441180818048e+01,5.456479616118415504e-02,2.517914537569263977e+00,2.482085462430736023e+00
1.176334285257436818e+01,7.913489403982421067e-02,2.494161014680012389e+00,2.505838985319987611e+00
1.196299812557558617e+01,1.036983947742369516e-01,2.470316696228959330e+00,2.529683303771040670e+00
1.216261092409616218e+01,1.282569379355527339e-01,2.446382364104265683e+00,2.553617635895734317e+00
1.236218192767152679e+01,1.528126361466169425e-01,2.421879432291146994e+00,2.578120567708853006e+00
1.256171180350271754e+01,1.773680451217401755e-01,2.397262824180177887e+00,2.602737175819822113e+00
1.276120120772817224e+01,2.019261312481134829e-01,2.372555839684654888e+00,2.627444160315345112e+00
1.296065078655243319e+01,2.264902367603856548e-01,2.347757563051921625e+00,2.652242436948078375e+00
1.316006117723250668e+01,2.510640425509488294e-01,2.322866741068134289e+00,2.677133258931865711e+00
1.335943300892348162e+01,2.756515286513613328e-01,2.297580772908609514e+00,2.702419227091390486e+00
1.355876690338625501e+01,3.002569324151282415e-01,2.272168081537003559e+00,2.727831918462996441e+00
1.375806347556096476e+01,3.248847044287871966e-01,2.246657466750335175e+00,2.753342533249664825e+00
1.395732333401062775e+01,3.495394621769375432e-01,2.221046743210674190e+00,2.778953256789325810e+00
1.415654708124051631e+01,3.742259414875135359e-01,2.195333608264502967e+00,2.804666391735497033e+00
1.435573531389953494e+01,3.989489457862150923e-01,2.169288862973949072e+00,2.830711137026050928e+00
1.455488862287073992e+01,4.237132931935887470e-01,2.143050320644352524e+00,2.856949679355647476e+00
1.475400759325903977e+01,4.485237615047433790e-01,2.116702272863779211e+00,2.883297727136220789e+00
1.495309280428494958e+01,4.733850311001183142e-01,2.090242476139277272e+00,2.909757523860722728e+00
1.515214482909399862e+01,4.983016258460506442e-01,2.063668844316202122e+00,2.936331155683797878e+00
1.535116423449243861e+01,5.232778520561522928e-01,2.037009908600947217e+00,2.962990091399052783e+00
1.555015158062052372e+01,5.483177355987163271e-01,2.010253486605889872e+00,2.989746513394110128e+00
1.574910742057560675e+01,5.734249572515808246e-01,1.983378534199601750e+00,3.016621465800398028e+00
1.594803229999807748e+01,5.986027864241753038e-01,1.956384222545239027e+00,3.043615777454760973e+00
1.614692675663390631e+01,6.238540133869594495e-01,1.929270202548529323e+00,3.070729797451470677e+00
1.634579131988850520e+01,6.491808801713163657e-01,1.901978137177930517e+00,3.098021862822069483e+00
1.654462651038713616e+01,6.745850103283176358e-01,1.874517796922618107e+00,3.125482203077381893e+00
1.674343283955820638e+01,7.000673377628813254e-01,1.846940275528095476e+00,3.153059724471904524e+00
1.694221080925589362e+01,7.256280348909218691e-01,1.819247843706389256e+00,3.180752156293610966e+00
1.714096091143990819e+01,7.512664404013226216e-01,1.791443606265653132e+00,3.208556393734347090e+00
1.733968362792997908e+01,7.769809869421963056e-01,1.763504085942062982e+00,3.236495914057937018e+00
1.753837943025382984e+01,8.027691290920563327e-01,1.735418091656632633e+00,3.264581908343367367e+00
1.773704877960722470e+01,8.286272720212297660e-01,1.707235331566486103e+00,3.292764668433513897e+00
1.793569212694526982e+01,8.545507012970369187e-01,1.678962964578800010e+00,3.321037035421199768e+00
1.813430991322417540e+01,8.805335143375976337e-01,1.650609337864899828e+00,3.349390662135100172e+00
