2.007587556665102191e-01,5.416414741830100965e+00,-7.138625930326543134e-01,-1.448854422702661182e+00,6.512099549593444031e-03,3.020617359146237746e+00,1.979382640853762254e+00
4.013007576306189539e-01,5.615666294306691064e+00,-6.893087851607465621e-01,-1.447476876279814917e+00,6.701272904926937508e-03,3.012506420204938085e+00,1.987493579795062137e+00
6.016321150167041054e-01,5.814666738477995978e+00,-6.644912329086424263e-01,-1.446079693626231455e+00,6.754980799095138856e-03,3.004166383816762043e+00,1.995833616183237957e+00
8.017588966511656201e-01,6.013422939488863861e+00,-6.394189596404752374e-01,-1.444695708346734664e+00,6.699314798417034360e-03,2.995543384475223281e+00,2.004456615524776719e+00
1.001687132269662328e+00,6.211941762484121554e+00,-6.141009887203785489e-01,-1.443352475710092842e+00,6.560667000343136171e-03,2.986367419129186018e+00,2.013632580870813982e+00
1.201422813744435825e+00,6.410230072608619878e+00,-5.885463435124855813e-01,-1.442055726888116451e+00,6.365793376503797556e-03,2.976336982381026175e+00,2.023663017618973825e+00
1.400971896328659927e+00,6.608294735007190113e+00,-5.627640473809305544e-01,-1.440805713067387250e+00,6.141766840296488533e-03,2.965968926512922987e+00,2.034031073487077013e+00
1.600340299917866638e+00,6.806142614824675974e+00,-5.367631236898466884e-01,-1.439602677534494557e+00,5.911366219918054617e-03,2.956051867406441325e+00,2.043948132593558675e+00
1.799533910327821395e+00,7.003780577205913183e+00,-5.105525958033673151e-01,-1.438446855649773148e+00,5.679211671448539979e-03,2.945562098304743248e+00,2.054437901695256752e+00
1.998558580588268629e+00,7.201215487295747231e+00,-4.841414870856260988e-01,-1.437338474822361212e+00,5.445360047661692085e-03,2.934626096592567901e+00,2.065373903407432099e+00
2.197420132252109859e+00,7.398454210239006734e+00,-4.575388209007569262e-01,-1.436277754486458447e+00,5.209868628427479637e-03,2.922737560473975371e+00,2.077262439526024629e+00
2.396124356719321113e+00,7.595503611180538961e+00,-4.307536206128926848e-01,-1.435264906078679958e+00,4.972795105024594396e-03,2.910753785850403563e+00,2.089246214149596437e+00
2.594677016575176687e+00,7.792370555265180521e+00,-4.037949095861676496e-01,-1.434300133016392031e+00,4.734197565194982714e-03,2.898623388166984505e+00,2.101376611833015495e+00
2.793083846942145954e+00,7.989061907637770688e+00,-3.766717111847152077e-01,-1.433383630676928977e+00,4.494134478923331871e-03,2.886455035932137037e+00,2.113544964067862963e+00
2.991350556844937003e+00,8.185584533443147848e+00,-3.493930487726682466e-01,-1.432515586377581140e+00,4.252664684932567878e-03,2.874430475207176094e+00,2.125569524792823906e+00
3.189482830588090234e+00,8.381945297826151275e+00,-3.219679457141610968e-01,-1.431696179356261034e+00,4.009847377872867089e-03,2.862224665701324611e+00,2.137775334298675389e+00
3.387486329145557473e+00,8.578151065931621133e+00,-2.944054253733270898e-01,-1.430925580752748338e+00,3.765742096182828069e-03,2.845674865415289467e+00,2.154325134584710533e+00
3.585366691561702179e+00,8.774208702904397583e+00,-2.667145111142998348e-01,-1.430203953590419186e+00,3.520408710593895402e-03,2.831762766878886506e+00,2.168237233121113494e+00
3.783129536363122991e+00,8.970125073889317235e+00,-2.389042263012124689e-01,-1.429531452758368903e+00,3.273907413267120124e-03,2.817176921642880583e+00,2.182823078357119417e+00
3.980780462980699763e+00,9.165907044031222028e+00,-2.109835942981987955e-01,-1.428908224993848952e+00,3.026298707518338370e-03,2.802557531628176335e+00,2.197442468371823665e+00
4.178325053181338511e+00,9.361561478474946796e+00,-1.829616384693925901e-01,-1.428334408864936123e+00,2.777643398107366730e-03,2.787110507750981458e+00,2.212889492249018542e+00
4.375768872508702501e+00,9.557095242365337029e+00,-1.548473821789267957e-01,-1.427810134753346283e+00,2.528002582056579697e-03,2.770903803970641288e+00,2.229096196029358712e+00
4.573117471732511596e+00,9.752515200847218679e+00,-1.266498487909357706e-01,-1.427335524837336944e+00,2.277437639968337216e-03,2.754797118197620964e+00,2.245202881802379036e+00
4.770376388305582083e+00,9.947828219065447897e+00,-9.837806166955238851e-02,-1.426910693074622039e+00,2.026010227802615277e-03,2.738929261566242168e+00,2.261070738433757832e+00
4.967551147828239699e+00,1.014304116216485241e+01,-7.004104417891073020e-02,-1.426535745185238291e+00,1.773782269067327886e-03,2.723070118167713716e+00,2.276929881832286284e+00
5.164647265519326957e+00,1.033816089529027415e+01,-4.164781968314389127e-02,-1.426210778634306342e+00,1.520815947395041988e-03,2.705554222740203851e+00,2.294445777259796149e+00
5.361670247693286484e+00,1.053319428358655330e+01,-1.320741154638563342e-02,-1.425935882614636885e+00,1.267173699459334547e-03,2.688536273410332189e+00,2.311463726589667811e+00
